month,p_distance,country
2020-03-01,0,Argentina
2020-04-01,0,Argentina
2020-05-01,0,Argentina
2020-06-01,0,Argentina
2020-07-01,0.00103572729719403,Argentina
2020-08-01,2.8623224414409e-4,Argentina
2020-09-01,5.6053814478218e-4,Argentina
2020-10-01,0.00288609278655794,Argentina
2020-11-01,0.00298692840064523,Argentina
2020-12-01,0.00306271463994638,Argentina
2021-01-01,0.003930507434739,Argentina
2021-02-01,0.00705752522690491,Argentina
2021-03-01,0.0082850908449558,Argentina
2021-04-01,0.01082813777827912,Argentina
2021-05-01,0.01120036942556109,Argentina
2021-06-01,0.01049298256454846,Argentina
2021-07-01,0.0105487484779366,Argentina
2021-08-01,0.01092091579318612,Argentina
2021-09-01,0.01290469714895664,Argentina
2021-10-01,0.01422617638545257,Argentina
2021-11-01,0.01433808152766725,Argentina
2021-12-01,0.02378679629030267,Argentina
2022-01-01,0.05597786941907988,Argentina
2022-02-01,0.05348177582130519,Argentina
2022-03-01,0.0490020474015255,Argentina
