week,country,nucleotide_diversity,sample_size,year_week
2024-04-07,Japan,0.002139806503424834,596,2024-W14
2024-04-14,Japan,0.001966495576518472,595,2024-W15
2024-04-21,Japan,0.00179318464961211,594,2024-W16
2024-04-28,Japan,0.0016198737227057479,593,2024-W17
2024-05-05,Japan,0.0014568405315248474,612,2024-W18
2024-05-12,Japan,0.0013015156421380433,646,2024-W19
2024-05-19,Japan,0.001146190752751239,679,2024-W20
2024-05-26,Japan,9.908658633644347e-4,712,2024-W21
2024-06-02,Japan,8.511100546207567e-4,741,2024-W22
2024-06-09,Japan,8.047687297358356e-4,743,2024-W23
2024-06-16,Japan,7.584274048509146e-4,744,2024-W24
2024-06-23,Japan,7.120860799659937e-4,746,2024-W25
2024-06-30,Japan,6.657447550810727e-4,748,2024-W26
2024-07-07,Japan,6.518560050612027e-4,750,2024-W27
2024-07-14,Japan,6.433760175188414e-4,753,2024-W28
2024-07-21,Japan,6.3489602997648e-4,756,2024-W29
2024-07-28,Japan,6.264160424341186e-4,758,2024-W30
2024-08-04,Japan,6.317488582060589e-4,764,2024-W31
2024-08-11,Japan,6.554987450637346e-4,773,2024-W32
2024-08-18,Japan,6.792486319214104e-4,782,2024-W33
2024-08-25,Japan,7.029985187790861e-4,791,2024-W34
2024-09-01,Japan,7.26748405636762e-4,800,2024-W35
2024-09-08,Japan,7.64479752014875e-4,798,2024-W36
2024-09-15,Japan,8.022110983929881e-4,796,2024-W37
2024-09-22,Japan,8.399424447711012e-4,794,2024-W38
2024-09-29,Japan,8.776737911492144e-4,792,2024-W39
2024-10-06,Japan,9.34123829009976e-4,770,2024-W40
2024-10-13,Japan,9.98061343463797e-4,740,2024-W41
2024-10-20,Japan,0.0010619988579176182,709,2024-W42
2024-10-27,Japan,0.0011259363723714394,679,2024-W43
2024-11-03,Japan,0.0011753540955415068,670,2024-W44
2024-11-10,Japan,0.00118847234050219,713,2024-W45
2024-11-17,Japan,0.0012015905854628733,756,2024-W46
2024-11-24,Japan,0.0012147088304235566,798,2024-W47
2024-12-01,Japan,0.00122782707538424,841,2024-W48
2024-12-08,Japan,0.0012383287879544338,834,2024-W49
2024-12-15,Japan,0.0012488305005246276,827,2024-W50
2024-12-22,Japan,0.0012593322130948215,820,2024-W51
2024-12-29,Japan,0.0012698339256650155,813,2024-W52
2025-01-05,Japan,0.0012685014604098415,802,2025-W01
2025-01-12,Japan,0.001258293361785642,789,2025-W02
2025-01-19,Japan,0.0012480852631614422,775,2025-W03
2025-01-26,Japan,0.0012378771645372426,762,2025-W04
2019-12-29,South Korea,0,6,2019-W52
2020-01-05,South Korea,1.2220183254413026e-5,23,2020-W01
2020-01-12,South Korea,3.360550394963583e-5,52,2020-W02
2020-01-19,South Korea,5.4990824644858625e-5,81,2020-W03
2020-01-26,South Korea,7.63761453400814e-5,110,2020-W04
2020-02-02,South Korea,9.9386818702969e-5,134,2020-W05
2020-02-09,South Korea,1.321496080718453e-4,128,2020-W06
2020-02-16,South Korea,1.649123974407216e-4,122,2020-W07
2020-02-23,South Korea,1.9767518680959792e-4,115,2020-W08
2020-03-01,South Korea,2.304379761784742e-4,109,2020-W09
2020-03-08,South Korea,2.3898658856199e-4,90,2020-W10
2020-03-15,South Korea,2.475352009455058e-4,71,2020-W11
2020-03-22,South Korea,2.5608381332902164e-4,51,2020-W12
2020-03-29,South Korea,2.6463242571253743e-4,32,2020-W13
2020-04-05,South Korea,2.500876684140428e-4,48,2020-W14
2020-04-12,South Korea,2.1822288385404034e-4,89,2020-W15
2020-04-19,South Korea,1.8635809929403786e-4,130,2020-W16
2020-04-26,South Korea,1.544933147340354e-4,172,2020-W17
2020-05-03,South Korea,1.3292800705275038e-4,205,2020-W18
2020-05-10,South Korea,1.3711139156825892e-4,221,2020-W19
2020-05-17,South Korea,1.4129477608376746e-4,237,2020-W20
2020-05-24,South Korea,1.45478160599276e-4,252,2020-W21
2020-05-31,South Korea,1.4966154511478454e-4,268,2020-W22
2020-06-07,South Korea,1.7194917120639456e-4,274,2020-W23
2020-06-14,South Korea,1.972541708940215e-4,279,2020-W24
2020-06-21,South Korea,2.2255917058164838e-4,283,2020-W25
2020-06-28,South Korea,2.4786417026927533e-4,288,2020-W26
2020-07-05,South Korea,2.4049211404562415e-4,294,2020-W27
2020-07-12,South Korea,2.0861226588851444e-4,302,2020-W28
2020-07-19,South Korea,1.7673241773140473e-4,310,2020-W29
2020-07-26,South Korea,1.44852569574295e-4,317,2020-W30
2020-08-02,South Korea,0.00012262468070882774,318,2020-W31
2020-08-09,South Korea,1.58308547593215e-4,278,2020-W32
2020-08-16,South Korea,0.00019399241447760229,237,2020-W33
2020-08-23,South Korea,2.296762813619896e-4,197,2020-W34
2020-08-30,South Korea,2.6536014824637684e-4,157,2020-W35
2020-09-06,South Korea,2.923158785345286e-4,154,2020-W36
2020-09-13,South Korea,3.1578035418418615e-4,167,2020-W37
2020-09-20,South Korea,3.3924482983384367e-4,180,2020-W38
2020-09-27,South Korea,3.627093054835012e-4,193,2020-W39
2020-10-04,South Korea,3.70442321799074e-4,214,2020-W40
2020-10-11,South Korea,3.572000590025339e-4,247,2020-W41
2020-10-18,South Korea,3.439577962059937e-4,281,2020-W42
2020-10-25,South Korea,3.307155334094535e-4,314,2020-W43
2020-11-01,South Korea,3.174732706129134e-4,347,2020-W44
2020-11-08,South Korea,3.5482421727066197e-4,370,2020-W45
2020-11-15,South Korea,3.9217516392841054e-4,394,2020-W46
2020-11-22,South Korea,4.2952611058615905e-4,417,2020-W47
2020-11-29,South Korea,4.668770572439076e-4,440,2020-W48
2020-12-06,South Korea,5.502212763991892e-4,440,2020-W49
2020-12-13,South Korea,6.519628045534839e-4,430,2020-W50
2020-12-20,South Korea,7.537043327077787e-4,421,2020-W51
2020-12-27,South Korea,8.554458608620735e-4,411,2020-W52
2021-01-03,South Korea,9.20608670389383e-4,429,2021-W01
2021-01-10,South Korea,8.943246833492294e-4,518,2021-W02
2021-01-17,South Korea,8.680406963090758e-4,606,2021-W03
2021-01-24,South Korea,8.417567092689222e-4,694,2021-W04
2021-01-31,South Korea,8.154727222287686e-4,782,2021-W05
2021-02-07,South Korea,7.831863073607167e-4,836,2021-W06
2021-02-14,South Korea,7.498994878546816e-4,885,2021-W07
2021-02-21,South Korea,7.166126683486468e-4,933,2021-W08
2021-02-28,South Korea,6.833258488426117e-4,981,2021-W09
2021-03-07,South Korea,9.08158083613465e-4,985,2021-W10
2021-03-14,South Korea,0.0011760101607637995,982,2021-W11
2021-03-21,South Korea,0.001443862237914134,979,2021-W12
2021-03-28,South Korea,0.0017117143150644685,976,2021-W13
2021-04-04,South Korea,0.0019460925078128928,975,2021-W14
2021-04-11,South Korea,0.0021358388546921033,976,2021-W15
2021-04-18,South Korea,0.0023255852015713137,978,2021-W16
2021-04-25,South Korea,0.0025153315484505237,980,2021-W17
2021-05-02,South Korea,0.0026802084791306374,978,2021-W18
2021-05-09,South Korea,0.0026958689126161694,960,2021-W19
2021-05-16,South Korea,0.0027115293461017014,941,2021-W20
2021-05-23,South Korea,0.002727189779587233,923,2021-W21
2021-05-30,South Korea,0.002742850213072765,904,2021-W22
2021-06-06,South Korea,0.0027034113960763117,884,2021-W23
2021-06-13,South Korea,0.002641932878887064,863,2021-W24
2021-06-20,South Korea,0.0025804543616978165,843,2021-W25
2021-06-27,South Korea,0.0025189758445085687,822,2021-W26
2021-07-04,South Korea,0.002363049514072041,820,2021-W27
2021-07-11,South Korea,0.0020811927659724733,842,2021-W28
2021-07-18,South Korea,0.0017993360178729055,864,2021-W29
2021-07-25,South Korea,0.0015174792697733377,887,2021-W30
2021-08-01,South Korea,0.00123562252167377,909,2021-W31
2021-08-08,South Korea,0.0011303840850405767,898,2021-W32
2021-08-15,South Korea,0.0010251456484073832,888,2021-W33
2021-08-22,South Korea,9.1990721177419e-4,877,2021-W34
2021-08-29,South Korea,8.146687751409966e-4,867,2021-W35
2021-09-05,South Korea,7.659761918609076e-4,863,2021-W36
2021-09-12,South Korea,7.59692998595647e-4,865,2021-W37
2021-09-19,South Korea,7.534098053303864e-4,867,2021-W38
2021-09-26,South Korea,7.471266120651258e-4,869,2021-W39
2021-10-03,South Korea,7.354649060821647e-4,875,2021-W40
2021-10-10,South Korea,7.103569183049526e-4,894,2021-W41
2021-10-17,South Korea,6.852489305277405e-4,913,2021-W42
2021-10-24,South Korea,6.601409427505284e-4,932,2021-W43
2021-10-31,South Korea,6.350329549733164e-4,950,2021-W44
2021-11-07,South Korea,8.102422830843414e-4,943,2021-W45
2021-11-14,South Korea,0.0010188378305100727,932,2021-W46
2021-11-21,South Korea,0.0012274333779358037,921,2021-W47
2021-11-28,South Korea,0.001436028925361535,910,2021-W48
2021-12-05,South Korea,0.0018988567538147413,876,2021-W49
2021-12-12,South Korea,0.0025523587930385535,826,2021-W50
2021-12-19,South Korea,0.003205860832262366,776,2021-W51
2021-12-26,South Korea,0.003859362871486178,725,2021-W52
2022-01-02,South Korea,0.0043351168013646985,683,2022-W01
2022-01-09,South Korea,0.003744382075171472,689,2022-W02
2022-01-16,South Korea,0.0031536473489782455,695,2022-W03
2022-01-23,South Korea,0.0025629126227850185,701,2022-W04
2022-01-30,South Korea,0.001972177896591792,707,2022-W05
2022-02-06,South Korea,0.0017785252570093413,726,2022-W06
2022-02-13,South Korea,0.0017437054520712013,750,2022-W07
2022-02-20,South Korea,0.0017088856471330614,773,2022-W08
2022-02-27,South Korea,0.0016740658421949214,797,2022-W09
2022-03-06,South Korea,0.0014593599720300631,798,2022-W10
2022-03-13,South Korea,0.0011726996757745172,789,2022-W11
2022-03-20,South Korea,8.860393795189714e-4,780,2022-W12
2022-03-27,South Korea,5.993790832634256e-4,771,2022-W13
2022-04-03,South Korea,3.9456252513947996e-4,766,2022-W14
2022-04-10,South Korea,3.9435531234453434e-4,768,2022-W15
2022-04-17,South Korea,3.9414809954958866e-4,770,2022-W16
2022-04-24,South Korea,3.93940886754643e-4,773,2022-W17
2022-05-01,South Korea,3.9373367395969736e-4,775,2022-W18
2022-05-08,South Korea,4.7774220889792003e-4,789,2022-W19
2022-05-15,South Korea,5.617507438361427e-4,804,2022-W20
2022-05-22,South Korea,6.457592787743654e-4,818,2022-W21
2022-05-29,South Korea,7.297678137125881e-4,833,2022-W22
2022-06-05,South Korea,7.400990232360138e-4,829,2022-W23
2022-06-12,South Korea,6.951722386983418e-4,812,2022-W24
2022-06-19,South Korea,6.502454541606698e-4,794,2022-W25
2022-06-26,South Korea,6.053186696229978e-4,776,2022-W26
2022-07-03,South Korea,5.600732221327375e-4,765,2022-W27
2022-07-10,South Korea,5.140311172610064e-4,766,2022-W28
2022-07-17,South Korea,4.679890123892754e-4,768,2022-W29
2022-07-24,South Korea,4.2194690751754443e-4,770,2022-W30
2022-07-31,South Korea,3.759048026458134e-4,772,2022-W31
2022-08-07,South Korea,4.06623242751743e-4,781,2022-W32
2022-08-14,South Korea,4.5013510702061616e-4,792,2022-W33
2022-08-21,South Korea,4.936469712894892e-4,803,2022-W34
2022-08-28,South Korea,5.371588355583623e-4,814,2022-W35
2022-09-04,South Korea,5.797908167874747e-4,818,2022-W36
2022-09-11,South Korea,6.212496206302396e-4,814,2022-W37
2022-09-18,South Korea,6.627084244730045e-4,810,2022-W38
2022-09-25,South Korea,7.041672283157694e-4,806,2022-W39
2022-10-02,South Korea,7.690923106763486e-4,803,2022-W40
2022-10-09,South Korea,9.748150641438133e-4,801,2022-W41
2022-10-16,South Korea,0.001180537817611278,799,2022-W42
2022-10-23,South Korea,0.0013862605710787427,797,2022-W43
2022-10-30,South Korea,0.0015919833245462071,795,2022-W44
2022-11-06,South Korea,0.0017750464956564566,781,2022-W45
2022-11-13,South Korea,0.00194904583382382,763,2022-W46
2022-11-20,South Korea,0.0021230451719911835,745,2022-W47
2022-11-27,South Korea,0.0022970445101585467,727,2022-W48
2022-12-04,South Korea,0.002404067089761718,719,2022-W49
2022-12-11,South Korea,0.0024217873246126335,723,2022-W50
2022-12-18,South Korea,0.002439507559463549,728,2022-W51
2022-12-25,South Korea,0.0024572277943144647,732,2022-W52
2023-01-01,South Korea,0.00247494802916538,737,2023-W01
2023-01-08,South Korea,0.002437076345593777,731,2023-W02
2023-01-15,South Korea,0.0023992046620221735,724,2023-W03
2023-01-22,South Korea,0.0023613329784505704,718,2023-W04
2023-01-29,South Korea,0.002323461294878967,712,2023-W05
2023-02-05,South Korea,0.0024052896876872,708,2023-W06
2023-02-12,South Korea,0.00257689313778031,706,2023-W07
2023-02-19,South Korea,0.00274849658787342,704,2023-W08
2023-02-26,South Korea,0.00292010003796653,703,2023-W09
2023-03-05,South Korea,0.002958505657704138,697,2023-W10
2023-03-12,South Korea,0.0028970129046751196,689,2023-W11
2023-03-19,South Korea,0.0028355201516461013,681,2023-W12
2023-03-26,South Korea,0.002774027398617083,673,2023-W13
2023-04-02,South Korea,0.0026892481481382005,664,2023-W14
2023-04-09,South Korea,0.002464749912960133,651,2023-W15
2023-04-16,South Korea,0.0022402516777820652,638,2023-W16
2023-04-23,South Korea,0.002015753442603997,626,2023-W17
2023-04-30,South Korea,0.0017912552074259296,613,2023-W18
2023-05-07,South Korea,0.0017049619709578355,620,2023-W19
2023-05-14,South Korea,0.0016417029009414036,631,2023-W20
2023-05-21,South Korea,0.0015784438309249715,641,2023-W21
2023-05-28,South Korea,0.0015151847609085397,652,2023-W22
2023-06-04,South Korea,0.0014973974752144031,658,2023-W23
2023-06-11,South Korea,0.0015402392352833268,657,2023-W24
2023-06-18,South Korea,0.0015830809953522504,657,2023-W25
2023-06-25,South Korea,0.001625922755421174,656,2023-W26
2023-07-02,South Korea,0.0016641248958442429,657,2023-W27
2023-07-09,South Korea,0.0016744893183921832,661,2023-W28
2023-07-16,South Korea,0.0016848537409401235,665,2023-W29
2023-07-23,South Korea,0.0016952181634880639,669,2023-W30
2023-07-30,South Korea,0.0017055825860360042,673,2023-W31
2023-08-06,South Korea,0.0016985083473670542,690,2023-W32
2023-08-13,South Korea,0.0016844586442113481,712,2023-W33
2023-08-20,South Korea,0.001670408941055642,735,2023-W34
2023-08-27,South Korea,0.001656359237899936,757,2023-W35
2023-09-03,South Korea,0.0016291185537187635,769,2023-W36
2023-09-10,South Korea,0.001568900416973925,756,2023-W37
2023-09-17,South Korea,0.0015086822802290866,744,2023-W38
2023-09-24,South Korea,0.0014484641434842484,731,2023-W39
2023-10-01,South Korea,0.00138824600673941,718,2023-W40
2023-10-08,South Korea,0.0015398681530697205,704,2023-W41
2023-10-15,South Korea,0.0016914902994000312,690,2023-W42
2023-10-22,South Korea,0.0018431124457303418,677,2023-W43
2023-10-29,South Korea,0.0019947345920606524,663,2023-W44
2023-11-05,South Korea,0.0025231849267442386,656,2023-W45
2023-11-12,South Korea,0.0033342564026927813,655,2023-W46
2023-11-19,South Korea,0.004145327878641324,653,2023-W47
2023-11-26,South Korea,0.004956399354589867,652,2023-W48
2023-12-03,South Korea,0.005396132359862558,663,2023-W49
2023-12-10,South Korea,0.004907519188445618,705,2023-W50
2023-12-17,South Korea,0.004418906017028679,748,2023-W51
2023-12-24,South Korea,0.0039302928456117405,790,2023-W52
2023-12-31,South Korea,0.003441679674194801,832,2023-W53
2024-01-07,South Korea,0.002879577399946178,811,2024-W01
2024-01-14,South Korea,0.0023052269418922747,779,2024-W02
2024-01-21,South Korea,0.001730876483838371,747,2024-W03
2024-01-28,South Korea,0.0011565260257844672,715,2024-W04
2024-02-04,South Korea,8.219913802978674e-4,705,2024-W05
2024-02-11,South Korea,8.072111515676721e-4,725,2024-W06
2024-02-18,South Korea,7.924309228374768e-4,745,2024-W07
2024-02-25,South Korea,7.776506941072815e-4,765,2024-W08
2024-03-03,South Korea,7.772476581974922e-4,790,2024-W09
2024-03-10,South Korea,8.127876043387177e-4,830,2024-W10
2024-03-17,South Korea,8.483275504799432e-4,870,2024-W11
2024-03-24,South Korea,8.838674966211687e-4,910,2024-W12
2024-03-31,South Korea,9.194074427623941e-4,949,2024-W13
2024-04-07,South Korea,9.556043908024311e-4,795,2024-W14
2024-04-14,South Korea,9.919108391589367e-4,609,2024-W15
2024-04-21,South Korea,0.0010282172875154421,423,2024-W16
2024-04-28,South Korea,0.0010645237358719475,237,2024-W17
2024-05-05,South Korea,0.0013261850305866293,155,2024-W18
2024-05-12,South Korea,0.0017568624600699432,151,2024-W19
2024-05-19,South Korea,0.002187539889553257,147,2024-W20
2024-05-26,South Korea,0.002618217319036571,142,2024-W21
2024-06-02,South Korea,0.0029342925118372213,158,2024-W22
2024-06-09,South Korea,0.0025627542845418883,293,2024-W23
2024-06-16,South Korea,0.002191216057246555,428,2024-W24
2024-06-23,South Korea,0.0018196778299512221,564,2024-W25
2024-06-30,South Korea,0.0014481396026558891,699,2024-W26
2024-07-07,South Korea,0.001369786550299034,751,2024-W27
2024-07-14,South Korea,0.0013402976937652584,790,2024-W28
2024-07-21,South Korea,0.001310808837231483,828,2024-W29
2024-07-28,South Korea,0.0012813199806977075,867,2024-W30
2024-08-04,South Korea,0.0012632030796811923,839,2024-W31
2024-08-11,South Korea,0.0012602487860210241,722,2024-W32
2024-08-18,South Korea,0.001257294492360856,605,2024-W33
2024-08-25,South Korea,0.0012543401987006881,488,2024-W34
2024-09-01,South Korea,0.00125138590504052,371,2024-W35
2024-09-08,South Korea,0.0012681804466202077,321,2024-W36
2024-09-15,South Korea,0.0012849749881998953,272,2024-W37
2024-09-22,South Korea,0.001301769529779583,222,2024-W38
2024-09-29,South Korea,0.0013185640713592706,172,2024-W39
2024-10-06,South Korea,0.0013093879460266793,153,2024-W40
2024-10-13,South Korea,0.0012898235539291765,146,2024-W41
2024-10-20,South Korea,0.0012702591618316734,139,2024-W42
2024-10-27,South Korea,0.0012506947697341706,132,2024-W43
2024-11-03,South Korea,0.0012574671833526572,126,2024-W44
2024-11-10,South Korea,0.001330081611261118,120,2024-W45
2024-11-17,South Korea,0.0014026960391695788,115,2024-W46
2024-11-24,South Korea,0.0014753104670780393,110,2024-W47
2024-12-01,South Korea,0.0015479248949865,105,2024-W48
2024-12-08,South Korea,0.00163404884413571,108,2024-W49
2024-12-15,South Korea,0.00172017279328492,111,2024-W50
2024-12-22,South Korea,0.00180629674243413,114,2024-W51
2024-12-29,South Korea,0.00189242069158334,117,2024-W52
2025-01-05,South Korea,0.001937769168447888,119,2025-W01
2025-01-12,South Korea,0.0019525360410989397,122,2025-W02
2025-01-19,South Korea,0.0019673029137499912,124,2025-W03
2025-01-26,South Korea,0.0019820697864010427,127,2025-W04
2019-12-29,Singapore,1.0466333418440196e-4,10,2019-W52
2020-01-05,Singapore,1.0145681535444669e-4,14,2020-W01
2020-01-12,Singapore,9.584540740202497e-5,20,2020-W02
2020-01-19,Singapore,9.023399944960325e-5,27,2020-W03
2020-01-26,Singapore,8.462259149718153e-5,33,2020-W04
2020-02-02,Singapore,8.633883523927537e-5,50,2020-W05
2020-02-09,Singapore,1.3202098914846255e-4,130,2020-W06
2020-02-16,Singapore,1.7770314305764974e-4,209,2020-W07
2020-02-23,Singapore,2.2338529696683688e-4,289,2020-W08
2020-03-01,Singapore,2.690674508760241e-4,368,2020-W09
2020-03-08,Singapore,2.59498442106393e-4,384,2020-W10
2020-03-15,Singapore,2.4992943333676195e-4,401,2020-W11
2020-03-22,Singapore,2.403604245671309e-4,417,2020-W12
2020-03-29,Singapore,2.3079141579749983e-4,433,2020-W13
2020-04-05,Singapore,2.425415400362879e-4,403,2020-W14
2020-04-12,Singapore,2.7028101403139034e-4,339,2020-W15
2020-04-19,Singapore,2.980204880264928e-4,274,2020-W16
2020-04-26,Singapore,3.257599620215952e-4,210,2020-W17
2020-05-03,Singapore,3.5183219655198145e-4,162,2020-W18
2020-05-10,Singapore,3.737363324205773e-4,153,2020-W19
2020-05-17,Singapore,3.956404682891731e-4,144,2020-W20
2020-05-24,Singapore,4.1754460415776895e-4,136,2020-W21
2020-05-31,Singapore,4.394487400263648e-4,127,2020-W22
2020-06-07,Singapore,4.544431535505035e-4,124,2020-W23
2020-06-14,Singapore,4.682859466838993e-4,121,2020-W24
2020-06-21,Singapore,4.8212873981729506e-4,118,2020-W25
2020-06-28,Singapore,4.959715329506908e-4,115,2020-W26
2020-07-05,Singapore,5.01458336642398e-4,106,2020-W27
2020-07-12,Singapore,5.006781482528386e-4,92,2020-W28
2020-07-19,Singapore,4.998979598632792e-4,79,2020-W29
2020-07-26,Singapore,4.991177714737197e-4,65,2020-W30
2020-08-02,Singapore,5.007886487149799e-4,52,2020-W31
2020-08-09,Singapore,5.171659197411581e-4,48,2020-W32
2020-08-16,Singapore,5.335431907673363e-4,43,2020-W33
2020-08-23,Singapore,5.499204617935145e-4,39,2020-W34
2020-08-30,Singapore,5.662977328196926e-4,34,2020-W35
2020-09-06,Singapore,6.030688131328224e-4,37,2020-W36
2020-09-13,Singapore,6.479974171607328e-4,43,2020-W37
2020-09-20,Singapore,6.929260211886431e-4,49,2020-W38
2020-09-27,Singapore,7.378546252165536e-4,56,2020-W39
2020-10-04,Singapore,7.814871654665624e-4,58,2020-W40
2020-10-11,Singapore,8.233916206793692e-4,56,2020-W41
