"month","n_seq","seg_sites","n_haplotypes","hap_diversity","nuc_diversity_pi","theta_watterson","mean_pairwise_dist","max_pairwise_dist","tajima_d","ne_estimate_pi","ne_estimate_theta"
"2022-10",760,1841,18449295,0.997247070244782,0.000698542716868457,255.344195224897,0.000797432201266447,0.00228260869565217,-2.70713810823439,75.9285561813541,27754803.8287932
"2022-11",643,1739,15803040,0.998255839304661,0.000949627238723919,246.926461933869,0.000996388180726109,0.00404511329745295,-2.64839204742703,103.220352035209,26839832.8188989
"2022-12",560,1533,15604720,0.999514439049323,0.000903531247340077,222.036851119,0.00130014516062054,0.00239348970799426,-2.50646557809767,98.2099181891388,24134440.3390217
"2023-01",438,1541,12517680,0.99978057114197,0.00113592436768866,231.440715400212,0.00145246170222129,0.00245787767605885,-2.50595694591223,123.470039966159,25156599.500023
"2023-02",349,1659,9638643,0.99927543391628,0.00125759875283055,257.975058764757,0.00156231803433651,0.00405892438503797,-2.55938265197926,136.695516612016,28040767.2570388
"2023-03",179,774,4431558,0.996798694369468,0.0011203075978557,134.332890980553,0.00128128597239512,0.0028626612402566,-2.33649424071462,121.772564984315,14601401.1935384
"2023-04",425,1667,11959023,0.999655937846837,0.000758946905748624,251.503897432024,0.000920977507974336,0.00463152159106389,-2.7452077177093,82.49422888572,27337380.1556548
"2023-05",473,1790,13612056,0.999802916830903,0.000642041421660262,265.765790972961,0.000797667676988729,0.00418523018766032,-2.78746641484117,69.7871110500285,28887585.9753218
"2023-06",412,2205,12005600,0.999834644367278,0.000557655650441294,334.241574502891,0.000851372232471563,0.00439391825917143,-2.85273514820754,60.6147446131842,36330605.9242273
"2023-07",292,2067,8594872,0.999858777008897,0.000735852535505357,330.600657867765,0.00080761304245171,0.0025967813578433,-2.92417364188956,79.9839712505823,35934854.1160614
"2023-08",39,354,1129550,0.998650472334683,0.00107238706661546,83.7294712334362,0.00109109282663306,0.00300259775311224,-2.30455474091781,116.563811588637,9101029.48189524
"2023-09",37,418,1101749,1,0.000978558216372101,100.130332400354,0.000991851056550598,0.00455193966981453,-2.67990421228734,106.365023518707,10883731.7826471
"2023-10",25,328,743400,1,0.00132501507376918,86.8653688837048,0.00135572056620473,0.0038682094262156,-2.1820316972458,144.023377583607,9441887.92214182
"2023-11",13,211,386412,1,0.00122373512712018,67.994094465305,0.00121731467679137,0.00313127531397842,-2.18377484053603,133.014687730454,7390662.44188098
"2023-12",16,242,477888,1,0.00166470409481121,72.930469986795,0.0018334556130593,0.00347826086956522,-1.2241110021482,180.946097262088,7927224.99856467
"2024-01",299,714,7110250,0.996902426432628,0.000430046711869711,113.766982999021,0.000470024541191989,0.00361084616432757,-2.75071709240024,46.7442078119251,12365976.4129371
"2024-02",177,590,4256967,0.995441705187468,0.000393768694096028,102.599098108143,0.000411640475998469,0.00344176002159536,-2.85718096108165,42.8009450104378,11152075.8813199
"2024-03",22,167,624582,0.995670995670996,0.000902405572492252,45.8116782257426,0.000961313959047094,0.0017579445571332,-1.55531262755184,98.0875622274187,4979530.24192854
"2024-04",35,308,1041005,1,0.000845842534229716,74.7897753428271,0.000816239107679942,0.00374835376354979,-2.57396437736877,91.9394058945343,8129323.40682903
"2024-05",72,327,2022456,0.998043818466354,0.000726104905008481,67.465506894626,0.000743740150591653,0.00188590287600189,-2.34939681377287,78.9244461965741,7333207.271155
"2024-06",59,263,1457064,0.993571011104617,0.000521468557025281,56.6047328431362,0.000534563516215179,0.00101378751013788,-2.5615567937533,56.6813648940523,6152688.35251481
"2024-07",96,490,2678490,0.998684210526316,0.000934012077271398,95.3985487200256,0.000951702510039918,0.00206334468172908,-2.40145597630229,101.523051877326,10369407.469568
"2024-08",130,647,3151486,0.966964818127609,0.000858822178255448,118.914171419899,0.000856814212761638,0.00215560794880431,-2.61255982830587,93.3502367668965,12925453.4152064
"2024-09",96,558,2709070,0.99890350877193,0.00109528822412245,108.637530991376,0.00109163348437222,0.00230939038886059,-2.39471081972486,119.053067839396,11808427.2816713
"2024-10",75,530,2171896,0.999279279279279,0.0012126331446327,108.428310628096,0.00131196738506659,0.00263033654818911,-2.243680223943,131.807950503554,11785685.9378366
"2024-11",56,876,1671880,1,0.00133279715208649,190.69959752495,0.00137385890299829,0.0064025747252371,-2.85876002072957,144.869255661575,20728217.1222772
"2024-12",78,485,2290442,0.999666999667,0.00105753351950052,98.4271835654836,0.00111107440290609,0.00260813602953629,-2.3172631596204,114.949295597883,10698606.9092917
"2025-01",88,511,2377040,0.996865203761755,0.00128480648572107,101.210968434251,0.00132600331187362,0.00296402289452167,-2.10718264435522,139.652878882725,11001192.2211143
