month,sample_size,nucleotide_diversity,country
2022-01-01,963,9.302074084838612e-4,Japan
2022-02-01,889,6.43212968234077e-4,Japan
2022-03-01,927,0.00203883372032216,Japan
2022-04-01,959,0.00128938924765708,Japan
2022-05-01,952,6.111063291349623e-4,Japan
2022-06-01,970,7.344006600506408e-4,Japan
2022-07-01,968,5.491397367992262e-4,Japan
2022-08-01,929,3.4995890454979687e-4,Japan
2022-09-01,981,4.0306869784818334e-4,Japan
2022-10-01,975,6.116676961703462e-4,Japan
2022-11-01,921,9.73939952607716e-4,Japan
2022-12-01,895,0.0012167901603319,Japan
2023-01-01,892,0.00161074250175416,Japan
2023-02-01,895,0.00188029538752769,Japan
2023-03-01,900,0.00330129007598928,Japan
2023-04-01,846,0.00273706825432047,Japan
2023-05-01,712,0.00241698837556941,Japan
2023-06-01,611,0.00218221338799803,Japan
2023-07-01,582,0.00217829517341548,Japan
2023-08-01,609,0.0023022179721852,Japan
2023-09-01,616,0.00260591986416386,Japan
2023-10-01,641,0.00275449871581152,Japan
2023-11-01,635,0.00394820615318435,Japan
2023-12-01,594,0.00549623853093463,Japan
2024-01-01,565,0.00610058742595965,Japan
2024-02-01,678,0.0046972613299053,Japan
2024-03-01,598,0.00306843825159747,Japan
2024-04-01,597,0.00228835872648743,Japan
2024-05-01,593,0.00154559761117445,Japan
2024-06-01,741,8.577302438900311e-4,Japan
2024-07-01,748,6.591245658117982e-4,Japan
2024-08-01,760,6.215703352670549e-4,Japan
2024-09-01,800,7.26748405636762e-4,Japan
2024-10-01,791,8.884541758286753e-4,Japan
2024-11-01,658,0.00117160602555274,Japan
2024-12-01,841,0.00122782707538424,Japan
2025-01-01,810,0.00127433465962367,Japan
2025-02-01,750,0.0012291273657165,Japan
2020-01-01,6,0,South Korea
2020-02-01,135,9.470642022170095e-5,South Korea
2020-03-01,109,2.304379761784742e-4,South Korea
2020-04-01,24,2.682961167340442e-4,South Korea
2020-05-01,201,1.3173275433403365e-4,South Korea
2020-06-01,270,1.502591714741429e-4,South Korea
2020-07-01,290,2.5870917013540113e-4,South Korea
2020-08-01,324,1.1752698543962954e-4,South Korea
2020-09-01,145,2.755555387847732e-4,South Korea
2020-10-01,200,3.761175772833055e-4,South Korea
2020-11-01,347,3.174732706129134e-4,South Korea
2020-12-01,447,4.7754875628897866e-4,South Korea
2021-01-01,404,9.28118380972284e-4,South Korea
2021-02-01,795,8.11717866937318e-4,South Korea
2021-03-01,988,6.785705889131782e-4,South Korea
2021-04-01,974,0.00186477264486466,South Korea
2021-05-01,981,0.00267797127434699,South Korea
2021-06-01,899,0.00274732462264006,South Korea
2021-07-01,810,0.00248384526325757,South Korea
2021-08-01,909,0.00123562252167377,South Korea
2021-09-01,862,7.695665880124851e-4,South Korea
2021-10-01,870,7.426386168756539e-4,South Korea
2021-11-01,953,6.314460995765717e-4,South Korea
2021-12-01,905,0.00152542701711542,South Korea
2022-01-01,682,0.00441950747653516,South Korea
2022-02-01,709,0.00180339654625087,South Korea
2022-03-01,804,0.00166411732649831,South Korea
2022-04-01,765,3.946217287951787e-4,South Korea
2022-05-01,775,3.9373367395969736e-4,South Korea
2022-06-01,839,7.65771471543255e-4,South Korea
2022-07-01,764,5.732281092389463e-4,South Korea
2022-08-01,772,3.69327359092709e-4,South Korea
2022-09-01,820,5.620227579977183e-4,South Korea
2022-10-01,803,7.397033458952822e-4,South Korea
2022-11-01,794,0.00165076125410834,South Korea
2022-12-01,717,0.00239647270339704,South Korea
2023-01-01,737,0.00247494802916538,South Korea
2023-02-01,709,0.00230723057334828,South Korea
2023-03-01,702,0.00299364437372072,South Korea
2023-04-01,666,0.00272131932459221,South Korea
2023-05-01,611,0.00175918403097192,South Korea
2023-06-01,658,0.00147903672089915,South Korea
2023-07-01,656,0.00166264426405168,South Korea
2023-08-01,674,0.00170854384962113,South Korea
2023-09-01,773,0.00164632373564586,South Korea
2023-10-01,718,0.00138824600673941,South Korea
2023-11-01,657,0.0020597155119165,South Korea
2023-12-01,651,0.00553573612312454,South Korea
2024-01-01,838,0.00337187779256381,South Korea
2024-02-01,697,8.283257640393797e-4,South Korea
2024-03-01,779,7.670933878714277e-4,South Korea
2024-04-01,955,9.244845779254264e-4,South Korea
2024-05-01,157,0.00108008364231045,South Korea
2024-06-01,139,0.00298736940145084,South Korea
2024-07-01,718,0.00139506271304227,South Korea
2024-08-01,889,0.00126446920553555,South Korea
2024-09-01,371,0.00125138590504052,South Korea
2024-10-01,158,0.00132336251181061,South Korea
2024-11-01,127,0.00123672020395024,South Korea
2024-12-01,105,0.0015479248949865,South Korea
2025-01-01,118,0.00192933095550443,South Korea
2025-02-01,129,0.00199472710581623,South Korea
2020-01-01,10,1.0466333418440196e-4,Singapore
2020-02-01,39,7.981281325224863e-5,Singapore
2020-03-01,368,2.690674508760241e-4,Singapore
2020-04-01,440,2.266904120390865e-4,Singapore
2020-05-01,164,3.4557387201809695e-4,Singapore
2020-06-01,126,4.4257790229330706e-4,Singapore
2020-07-01,114,5.019041585792891e-4,Singapore
2020-08-01,53,4.984490385683831e-4,Singapore
2020-09-01,33,5.709769531128864e-4,Singapore
2020-10-01,59,7.635281132325023e-4,Singapore
2020-11-01,50,9.491049863177894e-4,Singapore
2020-12-01,92,0.00107387797135299,Singapore
2021-01-01,138,0.00148566516124663,Singapore
2021-02-01,91,0.0016937704630981,Singapore
2021-03-01,172,0.00229586092036627,Singapore
2021-04-01,378,0.00267135591695887,Singapore
2021-05-01,577,0.0010413851272804,Singapore
2021-06-01,353,5.747122771061145e-4,Singapore
2021-07-01,968,1.818620716755602e-4,Singapore
2021-08-01,986,1.9034471162559009e-4,Singapore
2021-09-01,988,3.098497814242012e-4,Singapore
2021-10-01,916,3.879277027567427e-4,Singapore
2021-11-01,909,4.494808992353286e-4,Singapore
2021-12-01,957,0.0046296876008662,Singapore
2022-01-01,947,0.00296438420024123,Singapore
2022-02-01,864,0.0020069161117045,Singapore
2022-03-01,962,8.622992877151876e-4,Singapore
2022-04-01,972,4.617780294167518e-4,Singapore
2022-05-01,988,5.711420414538103e-4,Singapore
2022-06-01,987,7.954993753314593e-4,Singapore
2022-07-01,981,0.00115269233997981,Singapore
2022-08-01,992,0.00118775147064534,Singapore
2022-09-01,984,0.0026466364431242,Singapore
2022-10-01,958,0.00256856474335682,Singapore
2022-11-01,964,0.00282056242056897,Singapore
2022-12-01,979,0.00297877075543975,Singapore
2023-01-01,964,0.0033432170154061,Singapore
2023-02-01,952,0.00310868646552474,Singapore
2023-03-01,881,0.00194411955532432,Singapore
2023-04-01,815,0.00147121483596308,Singapore
2023-05-01,832,0.00140575081574465,Singapore
2023-06-01,895,0.00146510685198691,Singapore
2023-07-01,730,0.00165786996738275,Singapore
2023-08-01,697,0.00173427681847597,Singapore
2023-09-01,988,0.00139989860595458,Singapore
2023-10-01,985,0.00150384975040021,Singapore
2023-11-01,975,0.00525023762020903,Singapore
2023-12-01,989,0.00384044650393181,Singapore
2024-01-01,967,7.101957076288687e-4,Singapore
2024-02-01,208,8.871661998478071e-4,Singapore
2024-03-01,162,0.00115263588639685,Singapore
2024-04-01,736,9.295634576563888e-4,Singapore
2024-05-01,986,9.0217090850084e-4,Singapore
2024-06-01,986,0.00102776023198386,Singapore
2024-07-01,515,0.00142837973681447,Singapore
2024-08-01,260,0.00142430453651312,Singapore
2024-09-01,259,0.00160079346798217,Singapore
2024-10-01,395,0.00168504051472584,Singapore
2024-11-01,320,0.00194360462351783,Singapore
2024-12-01,449,0.00216308759989439,Singapore
2025-01-01,257,0.00225943994258453,Singapore
2025-02-01,243,0.0024150086159398,Singapore
2020-03-01,167,6.45305405390711e-4,India
2020-04-01,468,4.490316552795471e-4,India
2020-05-01,845,4.435705234107335e-4,India
2020-06-01,877,4.617236173893944e-4,India
2020-07-01,647,4.4070112446812824e-4,India
2020-08-01,810,5.629443534526563e-4,India
2020-09-01,727,6.344216305018069e-4,India
2020-10-01,565,7.571879451002636e-4,India
2020-11-01,497,8.75951063618908e-4,India
2020-12-01,579,0.00112783794271373,India
2021-01-01,589,0.00137549691073973,India
2021-02-01,477,0.00196723699064188,India
2021-03-01,456,0.0021858039907186,India
2021-04-01,403,0.00164225005799583,India
2021-05-01,287,9.206893492015416e-4,India
2021-06-01,422,9.456425968602774e-4,India
